ptp,counterbalancing,rt,correct,mouse_clientX,mouse_clientY,row,col,pa_center_x,pa_center_y,condition,arrangement,learning_stage,block,block_trial_idx,pa_img,pa_img_type,corr_row,corr_col,top_offset,left_offset,time_elapsed,mouse_dist_cb,mouse_error,pa_img_row_number,pa_img_row_number_across_blocks,dist_border_l,dist_border_r,dist_border_t,dist_border_b,border_dist_closest,border_dist_summed,display_information.wrapper_arena_position.x,display_information.wrapper_arena_position.y,display_information.wrapper_arena_position.width,display_information.wrapper_arena_position.height,display_information.wrapper_arena_position.top,display_information.wrapper_arena_position.right,display_information.wrapper_arena_position.bottom,display_information.wrapper_arena_position.left,display_information.grid_border_position.x,display_information.grid_border_position.y,display_information.grid_border_position.width,display_information.grid_border_position.height,display_information.grid_border_position.top,display_information.grid_border_position.right,display_information.grid_border_position.bottom,display_information.grid_border_position.left,display_information.grid_box_position.x,display_information.grid_box_position.y,display_information.grid_box_position.width,display_information.grid_box_position.height,display_information.grid_box_position.top,display_information.grid_box_position.right,display_information.grid_box_position.bottom,display_information.grid_box_position.left,display_information.window_scroll_x,display_information.window_scroll_y,display_information.window_innerHeight,display_information.window_innerWidth,display_information.window_outerHeight,display_information.window_outerWidth
sub_001,cb2,6.020900618,0,822,509,9,4,1114.445313,218.0390625,random_loc,2,schema_pa,1,23,img/targets/BOSS/high_familiarity_downsized/cond3/064_trafficlight.jpg,,2,11,29,37,1069,583.40625,412.5318508,4,4,10,1,1,10,1,2,609,95.59375,702,702,95.59375,1311,797.59375,609,647,125.59375,560,560,125.59375,1207,685.59375,647,677,155.59375,500,500,155.59375,1177,655.59375,677,0,0,942,1920,826,1539
sub_001,cb2,3.17335915,0,859,371,5,2,859.4453125,246.0390625,random_loc,2,schema_pa,1,24,img/targets/BOSS/high_familiarity_downsized/cond4/095_pintofbeer.jpg,,2,2,57,157,1113,125.40625,124.961731,4,4,1,10,1,10,1,2,609,95.59375,702,702,95.59375,1311,797.59375,609,767,153.59375,560,560,153.59375,1327,713.59375,767,797,183.59375,500,500,183.59375,1297,683.59375,797,0,0,942,1920,826,1539
sub_001,cb2,5.171368384,0,793,594,9,2,1168.4375,386.375,random_loc,2,schema_pa,2,1,img/targets/BOSS/high_familiarity_downsized/cond3/065_cherrytomato01.jpg,,4,11,114,91,134,583.0625,429.023842,1,5,10,1,3,8,1,4,609,95.59375,702,702,95.59375,1311,797.59375,609,701,210.59375,560,560,210.59375,1261,770.59375,701,731,240.59375,500,500,240.59375,1231,740.59375,731,0,0,942,1920,826,1539
sub_001,cb2,7.408544559,1,980,614,9,6,980.1171875,614.7109375,random_loc,2,schema_pa,2,2,img/targets/BOSS/high_familiarity_downsized/cond3/064_trafficlight.jpg,near,9,6,134,111,177,0.828125,0.720531081,1,5,5,6,8,3,3,8,609,95.59375,702,702,95.59375,1311,797.59375,609,721,230.59375,560,560,230.59375,1281,790.59375,721,751,260.59375,500,500,260.59375,1251,760.59375,751,0,0,942,1920,826,1539
sub_001,cb2,6.681574029,0,818,699,11,3,901.4453125,324.0390625,random_loc,2,schema_pa,2,3,img/targets/BOSS/high_familiarity_downsized/cond3/062_picnictable.jpg,,2,5,135,74,220,458.40625,384.1338632,1,5,4,7,1,10,1,5,609,95.59375,702,702,95.59375,1311,797.59375,609,684,231.59375,560,560,231.59375,1244,791.59375,684,714,261.59375,500,500,261.59375,1214,761.59375,714,0,0,942,1920,826,1539
sub_001,cb2,7.010061377,0,856,665,11,3,856.1171875,665.0390625,random_loc,2,schema_pa,2,4,img/targets/BOSS/high_familiarity_downsized/cond3/058_englishcucumber.jpg,,11,3,101,112,261,0.15625,0.123526471,1,5,2,9,10,1,1,3,609,95.59375,702,702,95.59375,1311,797.59375,609,722,197.59375,560,560,197.59375,1282,757.59375,722,752,227.59375,500,500,227.59375,1252,727.59375,752,0,0,942,1920,826,1539
sub_001,cb2,5.235528819,1,1165,503,7,10,1165.78125,503.375,random_loc,2,schema_pa,2,5,img/targets/BOSS/high_familiarity_downsized/cond4/095_pintofbeer.jpg,near,7,10,106,130,303,1.15625,0.866589039,1,5,9,2,6,5,2,7,609,95.59375,702,702,95.59375,1311,797.59375,609,740,202.59375,560,560,202.59375,1300,762.59375,740,770,232.59375,500,500,232.59375,1270,732.59375,770,0,0,942,1920,826,1539
sub_001,cb2,4.911914285,1,1119,385,4,11,1119.4375,385.375,random_loc,2,schema_pa,2,6,img/targets/BOSS/high_familiarity_downsized/cond3/065_cherrytomato01.jpg,,4,11,113,42,346,0.8125,0.576221529,2,6,10,1,3,8,1,4,609,95.59375,702,702,95.59375,1311,797.59375,609,652,209.59375,560,560,209.59375,1212,769.59375,652,682,239.59375,500,500,239.59375,1182,739.59375,682,0,0,942,1920,826,1539
sub_001,cb2,3.916430123,1,798,664,11,3,798.1171875,664.0390625,random_loc,2,schema_pa,2,7,img/targets/BOSS/high_familiarity_downsized/cond3/058_englishcucumber.jpg,,11,3,100,54,387,0.15625,0.123526471,2,6,2,9,10,1,1,3,609,95.59375,702,702,95.59375,1311,797.59375,609,664,196.59375,560,560,196.59375,1224,756.59375,664,694,226.59375,500,500,226.59375,1194,726.59375,694,0,0,942,1920,826,1539
sub_001,cb2,6.525156554,0,744,558,9,2,1077.78125,475.375,random_loc,2,schema_pa,2,8,img/targets/BOSS/high_familiarity_downsized/cond4/095_pintofbeer.jpg,near,7,10,78,42,430,416.40625,343.8558033,2,6,9,2,6,5,2,7,609,95.59375,702,702,95.59375,1311,797.59375,609,652,174.59375,560,560,174.59375,1212,734.59375,652,682,204.59375,500,500,204.59375,1182,704.59375,682,0,0,942,1920,826,1539
sub_001,cb2,1.370821007,1,969,612,9,6,969.1171875,612.7109375,random_loc,2,schema_pa,2,9,img/targets/BOSS/high_familiarity_downsized/cond3/064_trafficlight.jpg,near,9,6,132,100,473,0.828125,0.720531081,2,6,5,6,8,3,3,8,609,95.59375,702,702,95.59375,1311,797.59375,609,710,228.59375,560,560,228.59375,1270,788.59375,710,740,258.59375,500,500,258.59375,1240,758.59375,740,0,0,942,1920,826,1539
sub_001,cb2,4.499857175,0,1145,527,7,10,1187.4375,402.375,random_loc,2,schema_pa,2,10,img/targets/BOSS/high_familiarity_downsized/cond3/065_cherrytomato01.jpg,,4,11,130,110,517,167.0625,131.6523149,3,7,10,1,3,8,1,4,609,95.59375,702,702,95.59375,1311,797.59375,609,720,226.59375,560,560,226.59375,1280,786.59375,720,750,256.59375,500,500,256.59375,1250,756.59375,750,0,0,942,1920,826,1539
sub_001,cb2,4.815469782,1,861,557,9,2,861.4453125,557.7109375,random_loc,2,schema_pa,2,11,img/targets/BOSS/high_familiarity_downsized/cond3/025_sink.jpg,,9,2,77,159,559,1.15625,0.838889356,1,5,1,10,8,3,1,4,609,95.59375,702,702,95.59375,1311,797.59375,609,769,173.59375,560,560,173.59375,1329,733.59375,769,799,203.59375,500,500,203.59375,1299,703.59375,799,0,0,942,1920,826,1539
sub_001,cb2,5.178751012,0,1109,536,7,10,818.1171875,703.0390625,random_loc,2,schema_pa,2,12,img/targets/BOSS/high_familiarity_downsized/cond3/058_englishcucumber.jpg,,11,3,139,74,602,457.921875,335.4323464,3,7,2,9,10,1,1,3,609,95.59375,702,702,95.59375,1311,797.59375,609,684,235.59375,560,560,235.59375,1244,795.59375,684,714,265.59375,500,500,265.59375,1214,765.59375,714,0,0,942,1920,826,1539
sub_001,cb2,5.52283538,1,889,203,2,5,889.4453125,203.0390625,random_loc,2,schema_pa,2,13,img/targets/BOSS/high_familiarity_downsized/cond3/062_picnictable.jpg,,2,5,14,62,643,0.484375,0.447022484,2,6,4,7,1,10,1,5,609,95.59375,702,702,95.59375,1311,797.59375,609,672,110.59375,560,560,110.59375,1232,670.59375,672,702,140.59375,500,500,140.59375,1202,640.59375,702,0,0,942,1920,826,1539
sub_001,cb2,4.322694693,0,900,567,11,3,1191.78125,400.375,random_loc,2,schema_pa,2,14,img/targets/BOSS/high_familiarity_downsized/cond4/095_pintofbeer.jpg,near,7,10,3,156,686,458.40625,336.0062328,3,7,9,2,6,5,2,7,609,95.59375,702,702,95.59375,1311,797.59375,609,766,99.59375,560,560,99.59375,1326,659.59375,766,796,129.59375,500,500,129.59375,1296,629.59375,796,0,0,942,1920,826,1539
sub_001,cb2,2.916158836,0,881,601,9,6,714.4453125,601.7109375,random_loc,2,schema_pa,2,15,img/targets/BOSS/high_familiarity_downsized/cond3/025_sink.jpg,,9,2,121,12,729,167.265625,166.5562048,2,6,1,10,8,3,1,4,609,95.59375,702,702,95.59375,1311,797.59375,609,622,217.59375,560,560,217.59375,1182,777.59375,622,652,247.59375,500,500,247.59375,1152,747.59375,652,0,0,942,1920,826,1539
sub_001,cb2,1.046585837,0,808,612,9,2,975.1171875,612.7109375,random_loc,2,schema_pa,2,16,img/targets/BOSS/high_familiarity_downsized/cond3/064_trafficlight.jpg,near,9,6,132,106,772,167.828125,167.1186997,3,7,5,6,8,3,3,8,609,95.59375,702,702,95.59375,1311,797.59375,609,716,228.59375,560,560,228.59375,1276,788.59375,716,746,258.59375,500,500,258.59375,1246,758.59375,746,0,0,942,1920,826,1539
sub_001,cb2,6.25235212,1,984,281,2,5,984.4453125,281.0390625,random_loc,2,schema_pa,2,17,img/targets/BOSS/high_familiarity_downsized/cond3/062_picnictable.jpg,,2,5,92,157,815,0.484375,0.447022484,3,7,4,7,1,10,1,5,609,95.59375,702,702,95.59375,1311,797.59375,609,767,188.59375,560,560,188.59375,1327,748.59375,767,797,218.59375,500,500,218.59375,1297,718.59375,797,0,0,942,1920,826,1539
sub_001,cb2,6.42094328,1,1058,446,7,10,1058.78125,446.375,random_loc,2,schema_pa,2,18,img/targets/BOSS/high_familiarity_downsized/cond4/095_pintofbeer.jpg,near,7,10,49,23,857,1.15625,0.866589039,4,8,9,2,6,5,2,7,609,95.59375,702,702,95.59375,1311,797.59375,609,633,145.59375,560,560,145.59375,1193,705.59375,633,663,175.59375,500,500,175.59375,1163,675.59375,663,0,0,942,1920,826,1539
sub_001,cb2,1.914283301,0,840,592,9,2,882.1171875,676.0390625,random_loc,2,schema_pa,2,19,img/targets/BOSS/high_familiarity_downsized/cond3/058_englishcucumber.jpg,,11,3,112,138,899,126.15625,94.00224204,4,8,2,9,10,1,1,3,609,95.59375,702,702,95.59375,1311,797.59375,609,748,208.59375,560,560,208.59375,1308,768.59375,748,778,238.59375,500,500,238.59375,1278,738.59375,778,0,0,942,1920,826,1539
sub_001,cb2,8.771416561,1,776,639,9,2,776.4453125,639.7109375,random_loc,2,schema_pa,2,20,img/targets/BOSS/high_familiarity_downsized/cond3/025_sink.jpg,,9,2,159,74,940,1.15625,0.838889356,3,7,1,10,8,3,1,4,609,95.59375,702,702,95.59375,1311,797.59375,609,684,255.59375,560,560,255.59375,1244,815.59375,684,714,285.59375,500,500,285.59375,1214,785.59375,714,0,0,942,1920,826,1539
sub_001,cb2,9.386197993,1,837,244,2,5,837.4453125,244.0390625,random_loc,2,schema_pa,2,21,img/targets/BOSS/high_familiarity_downsized/cond3/062_picnictable.jpg,,2,5,55,10,981,0.484375,0.447022484,4,8,4,7,1,10,1,5,609,95.59375,702,702,95.59375,1311,797.59375,609,620,151.59375,560,560,151.59375,1180,711.59375,620,650,181.59375,500,500,181.59375,1150,681.59375,650,0,0,942,1920,826,1539
sub_001,cb2,7.250715024,1,860,559,9,2,860.4453125,559.7109375,random_loc,2,schema_pa,2,22,img/targets/BOSS/high_familiarity_downsized/cond3/025_sink.jpg,,9,2,79,158,1025,1.15625,0.838889356,4,8,1,10,8,3,1,4,609,95.59375,702,702,95.59375,1311,797.59375,609,768,175.59375,560,560,175.59375,1328,735.59375,768,798,205.59375,500,500,205.59375,1298,705.59375,798,0,0,942,1920,826,1539
sub_001,cb2,5.989928907,0,1123,412,4,11,1123.4375,412.375,random_loc,2,schema_pa,2,23,img/targets/BOSS/high_familiarity_downsized/cond3/065_cherrytomato01.jpg,,4,11,140,46,1067,0.8125,0.576221529,4,8,10,1,3,8,1,4,609,95.59375,702,702,95.59375,1311,797.59375,609,656,236.59375,560,560,236.59375,1216,796.59375,656,686,266.59375,500,500,266.59375,1186,766.59375,686,0,0,942,1920,826,1539
sub_001,cb2,8.226542032,1,927,637,9,6,927.1171875,637.7109375,random_loc,2,schema_pa,2,24,img/targets/BOSS/high_familiarity_downsized/cond3/064_trafficlight.jpg,near,9,6,157,58,1109,0.828125,0.720531081,4,8,5,6,8,3,3,8,609,95.59375,702,702,95.59375,1311,797.59375,609,668,253.59375,560,560,253.59375,1228,813.59375,668,698,283.59375,500,500,283.59375,1198,783.59375,698,0,0,942,1920,826,1539
sub_001,cb2,6.112303951,0,1091,297,4,11,758.1171875,255.7109375,random_loc,2,new_pa,1,1,img/targets/BOSS/high_familiarity_downsized/cond3/071_fluorescentlightbulb.jpg,,3,3,25,14,128,374.171875,335.4336798,1,1,2,9,2,9,2,4,609,95.59375,702,702,95.59375,1311,797.59375,609,624,121.59375,560,560,121.59375,1184,681.59375,624,654,151.59375,500,500,151.59375,1154,651.59375,654,0,0,942,1920,826,1539
sub_001,cb2,3.804111246,0,944,593,9,6,985.78125,427.03125,random_loc,2,new_pa,1,2,img/targets/BOSS/high_familiarity_downsized/cond3/069_drumset.jpg,far,5,7,113,75,169,207.75,171.1470094,1,1,6,5,4,7,4,9,609,95.59375,702,702,95.59375,1311,797.59375,609,685,209.59375,560,560,209.59375,1245,769.59375,685,715,239.59375,500,500,239.59375,1215,739.59375,715,0,0,942,1920,826,1539
sub_001,cb2,0.833247969,0,909,293,2,5,951.1171875,543.0390625,random_loc,2,new_pa,1,3,img/targets/BOSS/high_familiarity_downsized/cond3/066_atm.jpg,near,8,6,104,82,211,292.15625,253.5614132,1,1,5,6,7,4,4,9,609,95.59375,702,702,95.59375,1311,797.59375,609,692,200.59375,560,560,200.59375,1252,760.59375,692,722,230.59375,500,500,230.59375,1222,730.59375,722,0,0,942,1920,826,1539
sub_001,cb2,8.826701118,0,709,606,9,2,751.1171875,356.7109375,random_loc,2,new_pa,1,4,img/targets/BOSS/high_familiarity_downsized/cond3/071_fluorescentlightbulb.jpg,,3,3,126,7,256,291.40625,252.8218625,2,2,2,9,2,9,2,4,609,95.59375,702,702,95.59375,1311,797.59375,609,617,222.59375,560,560,222.59375,1177,782.59375,617,647,252.59375,500,500,252.59375,1147,752.59375,647,0,0,942,1920,826,1539
sub_001,cb2,9.042317337,1,973,411,5,7,973.78125,411.03125,random_loc,2,new_pa,1,5,img/targets/BOSS/high_familiarity_downsized/cond3/069_drumset.jpg,far,5,7,97,63,298,0.8125,0.78187475,2,2,6,5,4,7,4,9,609,95.59375,702,702,95.59375,1311,797.59375,609,673,193.59375,560,560,193.59375,1233,753.59375,673,703,223.59375,500,500,223.59375,1203,723.59375,703,0,0,942,1920,826,1539
sub_001,cb2,3.289462661,0,1161,521,7,10,1078.445313,688.0390625,random_loc,2,new_pa,1,6,img/targets/BOSS/high_familiarity_downsized/cond3/096_rockingchair.jpg,,11,8,124,126,340,249.59375,186.3258566,1,1,7,4,10,1,1,5,609,95.59375,702,702,95.59375,1311,797.59375,609,736,220.59375,560,560,220.59375,1296,780.59375,736,766,250.59375,500,500,250.59375,1266,750.59375,766,0,0,942,1920,826,1539
sub_001,cb2,1.124906129,1,961,471,8,6,961.1171875,471.0390625,random_loc,2,new_pa,1,7,img/targets/BOSS/high_familiarity_downsized/cond3/066_atm.jpg,near,8,6,32,92,383,0.15625,0.123526471,2,2,5,6,7,4,4,9,609,95.59375,702,702,95.59375,1311,797.59375,609,702,128.59375,560,560,128.59375,1262,688.59375,702,732,158.59375,500,500,158.59375,1232,658.59375,732,0,0,942,1920,826,1539
sub_001,cb2,8.757079031,0,950,544,9,6,1033.445313,628.0390625,random_loc,2,new_pa,1,8,img/targets/BOSS/high_familiarity_downsized/cond3/096_rockingchair.jpg,,11,8,64,81,426,167.484375,118.4300815,2,2,7,4,10,1,1,5,609,95.59375,702,702,95.59375,1311,797.59375,609,691,160.59375,560,560,160.59375,1251,720.59375,691,721,190.59375,500,500,190.59375,1221,690.59375,721,0,0,942,1920,826,1539
sub_001,cb2,9.05999214,1,875,452,6,4,875.78125,452.703125,random_loc,2,new_pa,1,9,img/targets/BOSS/high_familiarity_downsized/cond3/068_cow.jpg,far,6,4,97,90,466,1.484375,1.051064379,1,1,3,8,5,6,3,8,609,95.59375,702,702,95.59375,1311,797.59375,609,700,193.59375,560,560,193.59375,1260,753.59375,700,730,223.59375,500,500,223.59375,1230,723.59375,730,0,0,942,1920,826,1539
sub_001,cb2,2.617906791,0,874,190,2,5,957.78125,315.03125,random_loc,2,new_pa,1,10,img/targets/BOSS/high_familiarity_downsized/cond3/069_drumset.jpg,far,5,7,1,47,508,208.8125,150.5061837,3,3,6,5,4,7,4,9,609,95.59375,702,702,95.59375,1311,797.59375,609,657,97.59375,560,560,97.59375,1217,657.59375,657,687,127.59375,500,500,127.59375,1187,627.59375,687,0,0,942,1920,826,1539
sub_001,cb2,2.248398979,0,1121,305,4,11,788.1171875,263.7109375,random_loc,2,new_pa,1,11,img/targets/BOSS/high_familiarity_downsized/cond3/071_fluorescentlightbulb.jpg,,3,3,33,44,550,374.171875,335.4336798,3,3,2,9,2,9,2,4,609,95.59375,702,702,95.59375,1311,797.59375,609,654,129.59375,560,560,129.59375,1214,689.59375,654,684,159.59375,500,500,159.59375,1184,659.59375,684,0,0,942,1920,826,1539
sub_001,cb2,1.10753958,0,1217,330,4,11,925.78125,413.703125,random_loc,2,new_pa,1,12,img/targets/BOSS/high_familiarity_downsized/cond3/068_cow.jpg,far,6,4,58,140,594,374.921875,303.009197,2,2,3,8,5,6,3,8,609,95.59375,702,702,95.59375,1311,797.59375,609,750,154.59375,560,560,154.59375,1310,714.59375,750,780,184.59375,500,500,184.59375,1280,684.59375,780,0,0,942,1920,826,1539
sub_001,cb2,5.400835804,0,710,585,9,2,960.4453125,669.0390625,random_loc,2,new_pa,1,13,img/targets/BOSS/high_familiarity_downsized/cond3/096_rockingchair.jpg,,11,8,105,8,637,334.484375,264.1692991,3,3,7,4,10,1,1,5,609,95.59375,702,702,95.59375,1311,797.59375,609,618,201.59375,560,560,201.59375,1178,761.59375,618,648,231.59375,500,500,231.59375,1148,731.59375,648,0,0,942,1920,826,1539
sub_001,cb2,5.338324169,0,825,483,9,2,1117.109375,400.375,random_loc,2,new_pa,1,14,img/targets/BOSS/high_familiarity_downsized/cond3/067_christmastree.jpg,near,7,9,3,123,679,374.734375,303.5700538,1,1,8,3,6,5,3,8,609,95.59375,702,702,95.59375,1311,797.59375,609,733,99.59375,560,560,99.59375,1293,659.59375,733,763,129.59375,500,500,129.59375,1263,629.59375,763,0,0,942,1920,826,1539
sub_001,cb2,2.888865962,1,927,486,8,6,927.1171875,486.0390625,random_loc,2,new_pa,1,15,img/targets/BOSS/high_familiarity_downsized/cond3/066_atm.jpg,near,8,6,47,58,723,0.15625,0.123526471,3,3,5,6,7,4,4,9,609,95.59375,702,702,95.59375,1311,797.59375,609,668,143.59375,560,560,143.59375,1228,703.59375,668,698,173.59375,500,500,173.59375,1198,673.59375,698,0,0,942,1920,826,1539
sub_001,cb2,4.667347461,0,1182,317,4,11,1099.109375,442.375,random_loc,2,new_pa,1,16,img/targets/BOSS/high_familiarity_downsized/cond3/067_christmastree.jpg,near,7,9,45,105,764,208.265625,150.2988567,2,2,8,3,6,5,3,8,609,95.59375,702,702,95.59375,1311,797.59375,609,715,141.59375,560,560,141.59375,1275,701.59375,715,745,171.59375,500,500,171.59375,1245,671.59375,745,0,0,942,1920,826,1539
sub_001,cb2,9.910632485,1,1029,401,5,7,1029.78125,401.03125,random_loc,2,new_pa,1,17,img/targets/BOSS/high_familiarity_downsized/cond3/069_drumset.jpg,far,5,7,87,119,807,0.8125,0.78187475,4,4,6,5,4,7,4,9,609,95.59375,702,702,95.59375,1311,797.59375,609,729,183.59375,560,560,183.59375,1289,743.59375,729,759,213.59375,500,500,213.59375,1259,713.59375,759,0,0,942,1920,826,1539
sub_001,cb2,2.797677579,0,750,496,9,2,833.78125,371.703125,random_loc,2,new_pa,1,18,img/targets/BOSS/high_familiarity_downsized/cond3/068_cow.jpg,far,6,4,16,48,850,208.078125,149.8966677,3,3,3,8,5,6,3,8,609,95.59375,702,702,95.59375,1311,797.59375,609,658,112.59375,560,560,112.59375,1218,672.59375,658,688,142.59375,500,500,142.59375,1188,642.59375,688,0,0,942,1920,826,1539
sub_001,cb2,1.198045285,0,852,346,2,5,1019.109375,554.375,random_loc,2,new_pa,1,19,img/targets/BOSS/high_familiarity_downsized/cond3/067_christmastree.jpg,near,7,9,157,25,893,375.484375,267.1061284,3,3,8,3,6,5,3,8,609,95.59375,702,702,95.59375,1311,797.59375,609,635,253.59375,560,560,253.59375,1195,813.59375,635,665,283.59375,500,500,283.59375,1165,783.59375,665,0,0,942,1920,826,1539
sub_001,cb2,8.032493008,0,742,510,9,2,992.4453125,594.0390625,random_loc,2,new_pa,1,20,img/targets/BOSS/high_familiarity_downsized/cond3/096_rockingchair.jpg,,11,8,30,40,935,334.484375,264.1692991,4,4,7,4,10,1,1,5,609,95.59375,702,702,95.59375,1311,797.59375,609,650,126.59375,560,560,126.59375,1210,686.59375,650,680,156.59375,500,500,156.59375,1180,656.59375,680,0,0,942,1920,826,1539
sub_001,cb2,8.285088158,1,894,419,6,4,894.78125,419.703125,random_loc,2,new_pa,1,21,img/targets/BOSS/high_familiarity_downsized/cond3/068_cow.jpg,far,6,4,64,109,977,1.484375,1.051064379,4,4,3,8,5,6,3,8,609,95.59375,702,702,95.59375,1311,797.59375,609,719,160.59375,560,560,160.59375,1279,720.59375,719,749,190.59375,500,500,190.59375,1249,690.59375,749,0,0,942,1920,826,1539
sub_001,cb2,4.357376249,0,833,202,2,5,750.1171875,243.7109375,random_loc,2,new_pa,1,22,img/targets/BOSS/high_familiarity_downsized/cond3/071_fluorescentlightbulb.jpg,,3,3,13,6,1019,124.59375,92.78665268,4,4,2,9,2,9,2,4,609,95.59375,702,702,95.59375,1311,797.59375,609,616,109.59375,560,560,109.59375,1176,669.59375,616,646,139.59375,500,500,139.59375,1146,639.59375,646,0,0,942,1920,826,1539
sub_001,cb2,3.56081153,0,856,519,9,2,1023.117188,478.0390625,random_loc,2,new_pa,1,23,img/targets/BOSS/high_familiarity_downsized/cond3/066_atm.jpg,near,8,6,39,154,1060,208.078125,172.0638043,4,4,5,6,7,4,4,9,609,95.59375,702,702,95.59375,1311,797.59375,609,764,135.59375,560,560,135.59375,1324,695.59375,764,794,165.59375,500,500,165.59375,1294,665.59375,794,0,0,942,1920,826,1539
sub_001,cb2,2.243014766,0,926,299,2,5,1093.109375,507.375,random_loc,2,new_pa,1,24,img/targets/BOSS/high_familiarity_downsized/cond3/067_christmastree.jpg,near,7,9,110,99,1102,375.484375,267.1061284,4,4,8,3,6,5,3,8,609,95.59375,702,702,95.59375,1311,797.59375,609,709,206.59375,560,560,206.59375,1269,766.59375,709,739,236.59375,500,500,236.59375,1239,736.59375,739,0,0,942,1920,826,1539
sub_001,cb2,4.166089255,1,1137,275,2,10,1137.78125,275.03125,schema_ic,3,schema_pa,1,1,img/targets/BOSS/high_familiarity_downsized/cond4/073_jackolantern.jpg,,2,10,86,102,132,0.8125,0.78187475,1,1,9,2,1,10,1,3,609,95.59375,702,702,95.59375,1311,797.59375,609,712,182.59375,560,560,182.59375,1272,742.59375,712,742,212.59375,500,500,212.59375,1242,712.59375,742,0,0,942,1920,826,1539
sub_001,cb2,1.330408927,1,905,419,4,6,905.109375,419.375,schema_ic,3,schema_pa,1,2,img/targets/BOSS/high_familiarity_downsized/cond4/075_kiwi03.jpg,near,4,6,147,36,176,0.484375,0.390625,1,1,5,6,3,8,3,8,609,95.59375,702,702,95.59375,1311,797.59375,609,646,243.59375,560,560,243.59375,1206,803.59375,646,676,273.59375,500,500,273.59375,1176,773.59375,676,0,0,942,1920,826,1539
sub_001,cb2,0.144402441,1,1104,305,2,10,1104.78125,305.03125,schema_ic,3,schema_pa,1,3,img/targets/BOSS/high_familiarity_downsized/cond4/073_jackolantern.jpg,,2,10,116,69,219,0.8125,0.78187475,2,2,9,2,1,10,1,3,609,95.59375,702,702,95.59375,1311,797.59375,609,679,212.59375,560,560,212.59375,1239,772.59375,679,709,242.59375,500,500,242.59375,1209,742.59375,709,0,0,942,1920,826,1539
sub_001,cb2,7.94036995,1,808,290,3,2,808.4453125,290.7109375,schema_ic,3,schema_pa,1,4,img/targets/BOSS/high_familiarity_downsized/cond4/079_rose.jpg,,3,2,60,106,259,1.15625,0.838889356,1,1,1,10,2,9,1,3,609,95.59375,702,702,95.59375,1311,797.59375,609,716,156.59375,560,560,156.59375,1276,716.59375,716,746,186.59375,500,500,186.59375,1246,686.59375,746,0,0,942,1920,826,1539
sub_001,cb2,0.167645348,1,902,412,7,3,902.109375,412.375,schema_ic,3,schema_pa,1,5,img/targets/BOSS/high_familiarity_downsized/cond4/081_shovel01.jpg,near,7,3,15,158,303,0.484375,0.390625,1,1,2,9,6,5,2,7,609,95.59375,702,702,95.59375,1311,797.59375,609,768,111.59375,560,560,111.59375,1328,671.59375,768,798,141.59375,500,500,141.59375,1298,641.59375,798,0,0,942,1920,826,1539
sub_001,cb2,1.159661608,0,1170,600,10,11,920.4453125,642.0390625,schema_ic,3,schema_pa,1,6,img/targets/BOSS/high_familiarity_downsized/cond4/072_gift01.jpg,,11,5,78,93,344,291.59375,253.0707902,1,1,4,7,10,1,1,5,609,95.59375,702,702,95.59375,1311,797.59375,609,703,174.59375,560,560,174.59375,1263,734.59375,703,733,204.59375,500,500,204.59375,1233,704.59375,733,0,0,942,1920,826,1539
sub_001,cb2,6.894457812,0,1044,285,2,10,1086.4375,618.375,schema_ic,3,schema_pa,1,7,img/targets/BOSS/high_familiarity_downsized/cond4/077_payphone.jpg,,10,11,96,9,385,375.8125,336.0652199,1,1,10,1,9,2,1,3,609,95.59375,702,702,95.59375,1311,797.59375,609,619,192.59375,560,560,192.59375,1179,752.59375,619,649,222.59375,500,500,222.59375,1149,722.59375,649,0,0,942,1920,826,1539
sub_001,cb2,9.87535799,0,846,400,7,3,804.4453125,233.7109375,schema_ic,3,schema_pa,1,8,img/targets/BOSS/high_familiarity_downsized/cond4/079_rose.jpg,,3,2,3,102,427,207.84375,171.4025798,2,2,1,10,2,9,1,3,609,95.59375,702,702,95.59375,1311,797.59375,609,712,99.59375,560,560,99.59375,1272,659.59375,712,742,129.59375,500,500,129.59375,1242,629.59375,742,0,0,942,1920,826,1539
sub_001,cb2,1.653919526,0,1042,343,2,10,1042.78125,343.03125,schema_ic,3,schema_pa,1,9,img/targets/BOSS/high_familiarity_downsized/cond4/073_jackolantern.jpg,,2,10,154,7,468,0.8125,0.78187475,3,3,9,2,1,10,1,3,609,95.59375,702,702,95.59375,1311,797.59375,609,617,250.59375,560,560,250.59375,1177,810.59375,617,647,280.59375,500,500,280.59375,1147,780.59375,647,0,0,942,1920,826,1539
sub_001,cb2,8.306274506,1,1151,665,10,11,1151.4375,665.375,schema_ic,3,schema_pa,1,10,img/targets/BOSS/high_familiarity_downsized/cond4/077_payphone.jpg,,10,11,143,74,511,0.8125,0.576221529,2,2,10,1,9,2,1,3,609,95.59375,702,702,95.59375,1311,797.59375,609,684,239.59375,560,560,239.59375,1244,799.59375,684,714,269.59375,500,500,269.59375,1214,769.59375,714,0,0,942,1920,826,1539
